Name
2302,"University of California, Irvine"
2303,"University of California, Irvine"
2304,"University of California, Irvine"
2306,University of California - Los Angeles
2307,University of California - Los Angeles
2308,University of California - Los Angeles
2309,University of California - Los Angeles
2310,University of California - Los Angeles
2311,University of California - Los Angeles
2312,University of California - Los Angeles
2313,University of California - Los Angeles
2314,University of California - Los Angeles
2315,University of California - Los Angeles
2316,University of California - Los Angeles
2317,University of California - Los Angeles
2318,University of California - Los Angeles
2319,University of California - Los Angeles
2320,University of California - Los Angeles
2321,University of California - Los Angeles
2322,University of California - Los Angeles
2323,University of California - Los Angeles
2324,University of California - Los Angeles
2325,University of California - Los Angeles
2326,University of California - Los Angeles
2327,University of California - Los Angeles
2328,University of California - Los Angeles
2329,University of California - Los Angeles
2330,University of California - Los Angeles
2331,University of California - Los Angeles
2332,University of California - Los Angeles
2334,"University of California, Riverside"
2335,"University of California, Riverside"
2338,University of California - San Diego
2339,University of California - San Diego
2340,University of California - San Diego
2341,University of California - San Diego
2342,University of California - San Diego
2343,University of California - San Diego
2345,"University of California, San Francisco"
2346,"University of California, San Francisco"
2347,"University of California, San Francisco"
2348,"University of California, San Francisco"
2349,"University of California, San Francisco"
2350,"University of California, San Francisco"
2351,"University of California, San Francisco"
2352,"University of California, San Francisco"
2353,"University of California, San Francisco"
2354,"University of California, San Francisco"
2355,"University of California, San Francisco"
2356,"University of California, San Francisco"
2357,"University of California, San Francisco"
2358,"University of California, San Francisco"
2359,"University of California, San Francisco"
2360,"University of California, San Francisco"
2361,"University of California, San Francisco"
2362,"University of California, San Francisco"
2363,"University of California, San Francisco"
2364,"University of California, San Francisco"
2365,"University of California, San Francisco"
2366,"University of California, San Francisco"
2367,"University of California, San Francisco"
2368,"University of California, San Francisco"
2369,"University of California, San Francisco"
2370,"University of California, San Francisco"
2372,"University of California, Santa Barbara"
2373,"University of California, Santa Barbara"
2374,"University of California, Santa Barbara"
2375,"University of California, Santa Barbara"
2376,"University of California, Santa Barbara"
2377,"University of California, Santa Barbara"
2379,"University of California, Santa Cruz"
2396,California Institute of the Arts
2397,California Institute of the Arts
2398,California Institute of the Arts
2399,California Institute of the Arts
2406,Canada College
2408,College of the Canyons
2411,Casa Loma College
2412,Casa Loma College
2414,Casa Loma College
2416,Casa Loma College
2461,Cerritos College
2462,Cerritos College
2463,Cerritos College
2464,Cerritos College
2467,Chabot College
2469,Chaffey College
2470,Chaffey College
2471,Chaffey College
2472,Chaffey College
2474,Chapman University
2475,Chapman University
2476,Chapman University
2477,Chapman University
2478,Chapman University
2479,Chapman University
2480,Chapman University
2481,Chapman University
2482,Chapman University
2483,Chapman University
2485,Chapman University
2489,Charles R. Drew University of Medicine and Science
2490,Charles R. Drew University of Medicine and Science
2491,Charles R. Drew University of Medicine and Science
2492,Charles R. Drew University of Medicine and Science
2493,Charles R. Drew University of Medicine and Science
2494,Charles R. Drew University of Medicine and Science
2498,Concordia University Irvine
2507,Citrus College
2509,City College of San Francisco
2510,City College of San Francisco
2511,City College of San Francisco
2534,Western University of Health Sciences
2535,Western University of Health Sciences
2536,Western University of Health Sciences
2537,Western University of Health Sciences
2538,Western University of Health Sciences
2539,Western University of Health Sciences
2540,Western University of Health Sciences
2541,Western University of Health Sciences
2542,Western University of Health Sciences
2543,Western University of Health Sciences
2544,Western University of Health Sciences
2556,Contra Costa College
2557,Contra Costa College
2559,Cosumnes River College
2560,Cosumnes River College
2566,Cypress College
2567,Cypress College
2568,Cypress College
2569,Cypress College
2570,Cypress College
2585,College of the Desert
2589,Diablo Valley College
2590,Diablo Valley College
2591,Diablo Valley College
2593,Dominican University of California
2594,Dominican University of California
2595,Dominican University of California
2596,Dominican University of California
2597,Dominican University of California
2616,El Camino College
2617,El Camino College
2625,Emperor's College of Traditional Oriental Medicine
2626,Emperor's College of Traditional Oriental Medicine
2629,Evergreen Valley College
2634,FIDM/Fashion Institute of Design & Merchandising
2639,FIDM/Fashion Institute of Design & Merchandising
2644,FIDM/Fashion Institute of Design & Merchandising
2649,FIDM/Fashion Institute of Design & Merchandising
2656,Fielding Graduate University
2658,"Five Branches University:  Graduate School of Traditional Chinese Medicine - Santa Cruz, CA"
2659,"Five Branches University:  Graduate School of Traditional Chinese Medicine - Santa Cruz, CA"
2662,Foothill College
2663,Foothill College
2664,Foothill College
2669,Fresno City College
2670,Fresno City College
2672,Fresno Pacific University
2673,Fresno Pacific University
2683,Fuller Theological Seminary
2684,Fuller Theological Seminary
2710,Gateway Seminary
2717,Golden Gate University
2721,Golden Gate University
2722,Golden Gate University
2724,Golden West College
2729,Grossmont College
